Primary Identifier	gene_symbol	description	massspec_evidence	go_annotation_mitochondrial	gfp_evidence	organism_name	mtstargetp	mtsmitoprot	mtsmitofates	cellular_location	cellular_location_evidence	mito_sublocation	mito_sublocation_evidence
YOR187W	TUF1	"Mitochondrial translation elongation factor Tu; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans"	9	TRUE	2	S. cerevisiae S288C	0.965	0.9922	0.999	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	mass-spec
YKR066C	CCP1	"Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria, involved in the response to oxidative stress"	9	TRUE	2	S. cerevisiae S288C	0.894	0.9763	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"intermembrane space;mitochondrial intermembrane space;mitochondrial matrix;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YGR244C	LSC2	"Beta subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate"	9	TRUE	2	S. cerevisiae S288C	0.929	0.9533	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	mass-spec
YIL051C	MMF1	"Mitochondrial protein required for transamination of isoleucine; but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; induction of expression in response to stress is mediated by a Hog1p-regulated antisense RNA and gene looping; interacts genetically with mitochondrial ribosomal protein genes; MMF1 has a paralog, HMF1, that arose from the whole genome duplication"	9	TRUE	2	S. cerevisiae S288C	0.909	0.994	0.993	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	"mass-spec;Gene Ontology"
YCR028C-A	RIM1	"ssDNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication"	9	TRUE	2	S. cerevisiae S288C	0.724	0.7758	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial nucleoid;mitochondrial matrix"	"mass-spec;Gene Ontology"
YHR008C	SOD2	"Mitochondrial manganese superoxide dismutase; protects cells against oxygen toxicity; phosphorylated"	9	TRUE	2	S. cerevisiae S288C	0.695	0.9486	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	"mass-spec;Gene Ontology"
YPR006C	ICL2	"2-methylisocitrate lyase of the mitochondrial matrix; functions in the methylcitrate cycle to catalyze the conversion of 2-methylisocitrate to succinate and pyruvate; ICL2 transcription is repressed by glucose and induced by ethanol"	9	TRUE	2	S. cerevisiae S288C	0.489	0.9148	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	"mass-spec;Gene Ontology"
YBL015W	ACH1	"Protein with CoA transferase activity; particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth"	9	TRUE	2	S. cerevisiae S288C	0.404	0.8793	0.17	"cytosol;mitochondrion"	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	mass-spec
YHR198C	AIM18	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss"	9	TRUE	2	S. cerevisiae S288C	0.649	0.9889	0.547	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial outer membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	mass-spec
YMR083W	ADH3	"Mitochondrial alcohol dehydrogenase isozyme III; involved in the shuttling of mitochondrial NADH to the cytosol under anaerobic conditions and ethanol production"	9	TRUE	2	S. cerevisiae S288C	0.936	0.9969	0.999	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	"mass-spec;Gene Ontology"
YER073W	ALD5	"Mitochondrial aldehyde dehydrogenase; involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; utilizes NADP+ as the preferred coenzyme; constitutively expressed"	9	TRUE	2	S. cerevisiae S288C	0.922	0.9987	1	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	"mass-spec;Gene Ontology"
YML086C	ALO1	"D-Arabinono-1,4-lactone oxidase; catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone, which is protective against oxidative stress"	9	TRUE	2	S. cerevisiae S288C	0.469	0.1154	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial outer membrane	"mass-spec;Gene Ontology"
YOR356W	CIR2	"Putative ortholog of human ETF-dH; found in a large supramolecular complex with other mitochondrial dehydrogenases; may have a role in oxidative stress response; ETF-dH is also known as electron transfer flavoprotein dehydrogenase"	9	TRUE	2	S. cerevisiae S288C	0.518	0.9763	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YFL018C	LPD1	"Dihydrolipoamide dehydrogenase; the lipoamide dehydrogenase component (E3) of the pyruvate dehydrogenase and 2-oxoglutarate dehydrogenase multi-enzyme complexes; PDH complex is concentrated in spots within the mitochondrial matrix, often near the ERMES complex and near peroxisomes; LPD1 has a paralog, IRC15, that arose from the whole genome duplication"	9	TRUE	2	S. cerevisiae S288C	0.852	0.9455	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial nucleoid;mitochondrial matrix"	"mass-spec;Gene Ontology"
YPL059W	GRX5	"Glutathione-dependent oxidoreductase; hydroperoxide and superoxide-radical responsive; mitochondrial matrix protein involved in the synthesis/assembly of iron-sulfur centers; monothiol glutaredoxin subfamily member along with Grx3p and Grx4p"	9	TRUE	2	S. cerevisiae S288C	0.879	0.9202	0.939	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YDR258C	HSP78	"Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates"	9	TRUE	2	S. cerevisiae S288C	0.818	0.9981	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YPL078C	ATP4	"Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase; ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; contributes to the oligomerization of the complex, which in turn determines the shape of inner membrane cristae; phosphorylated"	9	TRUE	2	S. cerevisiae S288C	0.955	0.9879	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YHR051W	COX6	"Subunit VI of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; expression is regulated by oxygen levels"	9	TRUE	2	S. cerevisiae S288C	0.939	0.9996	0.997	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	Gene Ontology
YNL052W	COX5A	"Subunit Va of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Ap is predominantly expressed during aerobic growth while its isoform Vb (Cox5Bp) is expressed during anaerobic growth; COX5A has a paralog, COX5B, that arose from the whole genome duplication"	9	TRUE	2	S. cerevisiae S288C	0.926	0.8632	0.999	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space"	"mass-spec;Gene Ontology"
YNR001C	CIT1	"Citrate synthase; catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate; the rate-limiting enzyme of the TCA cycle; nuclear encoded mitochondrial protein; CIT1 has a paralog, CIT2, that arose from the whole genome duplication"	9	TRUE	2	S. cerevisiae S288C	0.893	0.9607	0.996	"cytosol;mitochondrion"	"MassSpec;GFP;Gene Ontology"	"mitochondrial intermembrane space;mitochondrial matrix"	"mass-spec;Gene Ontology"
YKL016C	ATP7	"Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis"	9	TRUE	2	S. cerevisiae S288C	0.61	0.7686	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YML042W	CAT2	"Carnitine acetyl-CoA transferase; present in both mitochondria and peroxisomes; transfers activated acetyl groups to carnitine to form acetylcarnitine which can be shuttled across membranes"	9	TRUE	1	S. cerevisiae S288C	0.855	0.8686	0.95	"mitochondrion;peroxisome"	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YNL252C	MRPL17	Mitochondrial ribosomal protein of the large subunit	9	TRUE	1	S. cerevisiae S288C	0.675	0.9144	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YDR347W	MRP1	"Mitochondrial ribosomal protein of the small subunit; MRP1 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator, and with PET123, encoding a small subunit mitochondrial ribosomal protein"	9	TRUE	1	S. cerevisiae S288C	0.696	0.8335	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YLR304C	ACO1	"Aconitase; required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance; phosphorylated; component of the mitochondrial nucleoid; mutation leads to glutamate auxotrophy"	9	TRUE	1	S. cerevisiae S288C	0.849	0.995	0.996	"cytosol;mitochondrion"	"MassSpec;GFP;Gene Ontology"	"mitochondrial nucleoid;mitochondrial intermembrane space;mitochondrial matrix"	"mass-spec;Gene Ontology"
YER080W	AIM9	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss"	9	TRUE	1	S. cerevisiae S288C	0.739	0.9683	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	mass-spec
YGL191W	COX13	"Subunit VIa of cytochrome c oxidase; present in a subclass of cytochrome c oxidase complexes that may have a role in mimimizing generation of reactive oxygen species; not essential for cytochrome c oxidase activity but may modulate activity in response to ATP; required for assembly of Rcf2p into cytochrome c oxidase - cytochrome bc1 supercomplexes"	9	TRUE	1	S. cerevisiae S288C	0.72	0.5112	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YOR232W	MGE1	"Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; acts as oxidative sensor to regulate mitochondrial Ssc1p; in presence of oxidative stress, dimeric Mge1p becomes a monomer and unable to regulate Ssc1p function; homolog of E. coli GrpE and human Mge1 (GRPEL1), which also responds to oxidative stress"	9	TRUE	1	S. cerevisiae S288C	0.918	0.9981	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YIL157C	COA1	"Mitochondrial inner membrane protein; required for assembly of the cytochrome c oxidase complex (complex IV); interacts with complex IV assembly factor Shy1p during the early stages of assembly"	9	TRUE	1	S. cerevisiae S288C	0.61	0.9265	0.947	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YIL124W	AYR1	"Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in the mobilization of non-polar lipids; found in lipid particles, the endoplasmic reticulum and the mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones; oleic acid inducible"	9	FALSE	0	S. cerevisiae S288C	0.138	0.0227	0	"mitochondrion;endoplasmic reticulum"	"MassSpec;Gene Ontology"	mitochondrial outer membrane	mass-spec
YGR174C	CBP4	"Mitochondrial protein required for assembly of cytochrome bc1 complex; interacts with the Cbp3p-Cbp6p complex and newly synthesized cytochrome b (Cobp) to promote assembly of Cobp into the cytochrome bc1 complex"	8	FALSE	3	S. cerevisiae S288C	None	None	None	mitochondrion	"MassSpec;GFP"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	mass-spec
YJL208C	NUC1	"Major mitochondrial nuclease; has RNAse and DNA endo- and exonucleolytic activities; roles in mitochondrial recombination, apoptosis and maintenance of polyploidy; involved in fragmentation of genomic DNA during PND (programmed nuclear destruction); encodes ortholog of mammalian endoG"	8	TRUE	3	S. cerevisiae S288C	0.158	0.0823	0.009	"mitochondrion;nucleus"	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial outer membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YLR203C	MSS51	"Specific translational activator for the mitochondrial COX1 mRNA; loosely associated with the matrix face of the mitochondrial inner membrane; localizes to vacuole membrane in response to H2O2; influences both COX1 mRNA translation and Cox1p assembly into cytochrome c oxidase; binds to heme B, which may be a mechanism for sensing oxygen levels in order to regulate cytochrome c oxidase biogenesis"	8	TRUE	3	S. cerevisiae S288C	0.84	0.9802	0.996	"mitochondrion;vacuole"	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YDR194C	MSS116	"Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate"	8	TRUE	3	S. cerevisiae S288C	0.809	0.8574	0.996	"mitochondrion;nucleus"	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YKL040C	NFU1	"Protein involved in iron metabolism in mitochondria; similar to NifU, which is a protein required for the maturation of the Fe/S clusters of nitrogenase in nitrogen-fixing bacteria"	8	TRUE	3	S. cerevisiae S288C	0.309	0.6025	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YLR439W	MRPL4	"Mitochondrial ribosomal protein of the large subunit; homolog of prokaryotic L29 ribosomal protein; located at the ribosomal tunnel exit"	8	TRUE	3	S. cerevisiae S288C	0.423	0.6421	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YMR024W	MRPL3	"Mitochondrial ribosomal protein of the large subunit; located in close proximity to the polypeptide exit channel of the ribosome; mutations in human homolog MRPL44 cause childhood cardiomyopathy; human MRPL44 deficiency results in inefficient assembly of the mitochondrial ribosome, and in tissue-specific respiratory chain deficiency, manifesting as either Complex I+Complex IV or Complex IV deficiency, depending on a cell type"	8	TRUE	3	S. cerevisiae S288C	0.788	0.949	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YHR117W	TOM71	"Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog, TOM70, that arose from the whole genome duplication"	8	TRUE	3	S. cerevisiae S288C	0.134	0.318	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial outer membrane	"mass-spec;Gene Ontology"
YNR017W	TIM23	"Essential component of the TIM23 complex; involved in protein import into mitochondrial matrix and inner membrane; with Tim17p, contributes to architecture and function of the import channel; TIM23 complex is short for the translocase of the inner mitochondrial membrane "	8	TRUE	3	S. cerevisiae S288C	0.062	0.0578	0	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
